peak_index,time_ms,peak_voltage_mV,prominence_mV,pass_p8_h-30,pass_p8_h-20,pass_p8_h-10,pass_p10_h-30,pass_p10_h-20,pass_p10_h-10,pass_p12_h-30,pass_p12_h-20,pass_p12_h-10,pass_p15_h-30,pass_p15_h-20,pass_p15_h-10,pass_primary,pass_strict_height,event_class,group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,inside_stimulus_window,inside_steady_window
4259,425.9,-19.561767578125,30.09033203125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
4378,437.8,-19.378662109375,30.517578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
4489,448.90000000000003,-19.83642578125,29.937744140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
4599,459.90000000000003,-18.73779296875,31.402587890625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
4717,471.7,-18.98193359375,30.517578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
4831,483.1,-19.1650390625,30.426025390625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
4949,494.90000000000003,-19.012451171875,30.6396484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5069,506.90000000000003,-18.890380859375,30.517578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5181,518.1,-18.6767578125,31.341552734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5292,529.2,-19.10400390625,30.426025390625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5410,541.0,-18.951416015625,30.364990234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5528,552.8000000000001,-18.6767578125,31.341552734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5643,564.3000000000001,-18.85986328125,30.487060546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5759,575.9000000000001,-18.157958984375,31.494140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5875,587.5,-18.73779296875,30.517578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
5979,597.9,-18.951416015625,30.2734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,0
6090,609.0,-19.012451171875,30.120849609375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6201,620.1,-18.707275390625,30.364990234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6311,631.1,-18.6767578125,30.670166015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6423,642.3,-18.85986328125,30.3955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6540,654.0,-19.04296875,30.181884765625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6649,664.9000000000001,-18.707275390625,30.487060546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6758,675.8000000000001,-18.61572265625,30.853271484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6874,687.4,-18.61572265625,30.853271484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
6987,698.6999999999999,-18.12744140625,31.06689453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7094,709.4,-18.06640625,31.494140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7214,721.4000000000001,-18.768310546875,30.487060546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7331,733.1000000000001,-18.00537109375,31.6162109375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7442,744.2,-18.768310546875,30.3955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7553,755.3000000000001,-18.85986328125,30.364990234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7664,766.4000000000001,-18.280029296875,31.036376953125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7780,778.0,-18.646240234375,30.731201171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
7899,789.9000000000001,-18.035888671875,31.463623046875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8015,801.5,-18.12744140625,31.18896484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8127,812.7,-18.768310546875,30.303955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8249,824.9000000000001,-18.524169921875,30.6396484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8364,836.4,-18.463134765625,31.158447265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8480,848.0000000000001,-18.85986328125,30.609130859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8590,859.0,-18.5546875,30.731201171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8709,870.9,-17.608642578125,32.318115234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8832,883.2,-18.463134765625,30.609130859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
8947,894.7,-18.951416015625,30.426025390625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9061,906.1,-18.829345703125,30.76171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9182,918.2,-19.012451171875,30.3955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9297,929.7,-18.707275390625,30.670166015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9418,941.8000000000001,-18.6767578125,30.670166015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9537,953.7,-18.646240234375,30.517578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9648,964.8,-18.4326171875,31.036376953125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9771,977.1000000000001,-18.49365234375,30.609130859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
9888,988.8000000000001,-18.646240234375,30.609130859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10014,1001.4000000000001,-18.280029296875,31.494140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10131,1013.1000000000001,-18.280029296875,31.25,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10249,1024.9,-18.402099609375,31.06689453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10368,1036.8,-18.341064453125,31.158447265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10484,1048.4,-17.76123046875,32.04345703125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10607,1060.7,-18.310546875,31.25,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10730,1073.0,-18.9208984375,30.6396484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10849,1084.8999999999999,-18.768310546875,30.609130859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
10966,1096.6,-17.547607421875,55.084228515625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
11085,1108.5,-18.341064453125,30.975341796875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
11203,1120.3000000000002,-18.4326171875,31.31103515625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,1
1581,158.10000000000002,-23.0712890625,28.778076171875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
1681,168.1,-21.728515625,29.754638671875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
1787,178.7,-20.294189453125,30.181884765625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
1895,189.5,-20.08056640625,29.876708984375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2004,200.40000000000003,-19.71435546875,29.937744140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2111,211.10000000000002,-20.233154296875,29.35791015625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2218,221.8,-18.463134765625,30.70068359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2326,232.6,-18.890380859375,30.2734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2435,243.50000000000003,-18.37158203125,30.975341796875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2543,254.30000000000004,-18.218994140625,31.005859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2654,265.40000000000003,-19.073486328125,29.937744140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2763,276.3,-18.585205078125,30.45654296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2871,287.1,-18.707275390625,30.303955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
2980,298.0,-19.012451171875,29.84619140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3089,308.90000000000003,-18.85986328125,30.09033203125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3195,319.5,-19.04296875,29.9072265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3302,330.2,-18.463134765625,30.70068359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3410,341.0,-18.61572265625,30.029296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3518,351.8,-18.9208984375,30.120849609375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3622,362.20000000000005,-18.768310546875,29.815673828125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3724,372.40000000000003,-18.524169921875,30.21240234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3832,383.20000000000005,-18.798828125,29.815673828125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
3937,393.7,-18.341064453125,30.33447265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4042,404.2,-18.49365234375,29.876708984375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4143,414.3,-18.035888671875,30.45654296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4242,424.20000000000005,-18.37158203125,29.876708984375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4342,434.20000000000005,-18.06640625,30.1513671875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4440,444.0,-18.280029296875,29.4189453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4546,454.6,-17.88330078125,30.517578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4651,465.1,-18.24951171875,29.998779296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4749,474.90000000000003,-18.1884765625,29.9072265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4853,485.3,-17.425537109375,31.036376953125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
4955,495.5,-18.06640625,29.96826171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5061,506.1,-17.76123046875,30.6396484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5166,516.6,-17.974853515625,29.9072265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5271,527.1,-17.76123046875,30.45654296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5379,537.9000000000001,-17.27294921875,31.402587890625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5484,548.4,-17.974853515625,30.303955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5588,558.8000000000001,-18.00537109375,30.21240234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5694,569.4,-17.822265625,30.181884765625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5794,579.4,-17.913818359375,29.998779296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
5897,589.7,-17.7001953125,30.731201171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,0
6005,600.5,-17.9443359375,30.029296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6109,610.9,-18.00537109375,30.059814453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6215,621.5,-18.280029296875,29.96826171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6319,631.9,-17.852783203125,30.45654296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6423,642.3,-17.608642578125,30.853271484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6528,652.8000000000001,-17.730712890625,30.548095703125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6638,663.8000000000001,-17.4560546875,31.18896484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6748,674.8000000000001,-17.76123046875,30.70068359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6858,685.8000000000001,-18.5546875,29.9072265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
6966,696.6,-17.730712890625,30.731201171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7074,707.4,-17.15087890625,31.341552734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7183,718.3000000000001,-17.39501953125,30.70068359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7293,729.3000000000001,-18.1884765625,30.059814453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7401,740.1,-18.157958984375,29.6630859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7505,750.5,-17.608642578125,30.853271484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7614,761.4000000000001,-18.24951171875,30.1513671875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
7724,772.4000000000001,-17.974853515625,30.120849609375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,1
